Product_ID,Product_Name,Category,Brand,Quantity_g,Manufacture_Date,Expiry_Date,Shelf_Life_Days,Days_Left,Storage_Condition,Price_INR,Country,Waste_Risk
PRD_2110,Chicken,Protein,Mother Dairy,5000,15-01-2026,25-01-2026,10,-1,Refrigerated,101.69,India,1
PRD_2111,Vegetables,Produce,Amul,250,19-01-2026,25-01-2026,6,-1,Refrigerated,35.1,India,1
PRD_2112,Rice Batter,Bakery,Nestle,1000,03-02-2026,08-02-2026,5,13,Ambient,439.01,India,0
PRD_2113,Flour,Grains/Legumes,MTR,500,31-07-2025,27-01-2026,180,1,Ambient,177.26,India,1
PRD_2114,Rice Batter,Bakery,MTR,250,21-01-2026,24-01-2026,3,-2,Ambient,544.31,India,0
PRD_2115,Bun,Bakery,Nestle,5000,23-01-2026,27-01-2026,4,1,Ambient,279.1,India,1
PRD_2116,Rice Batter,Bakery,Aashirvaad,2000,02-02-2026,07-02-2026,5,12,Ambient,506.18,India,0
PRD_2117,Chicken,Protein,Britannia,1000,26-01-2026,06-02-2026,11,11,Refrigerated,56.19,India,0
PRD_2118,Fish,Protein,Amul,250,25-01-2026,08-02-2026,14,13,Refrigerated,578.01,India,0
PRD_2119,Bun,Bakery,ITC,2000,02-02-2026,05-02-2026,3,10,Ambient,550.48,India,0
PRD_2120,Vegetables,Produce,Britannia,500,27-01-2026,30-01-2026,3,4,Refrigerated,581.4,India,1
PRD_2121,Rice Batter,Bakery,Mother Dairy,250,25-01-2026,28-01-2026,3,2,Ambient,263.29,India,1
PRD_2122,Rajma,Grains/Legumes,MTR,2000,10-04-2025,28-01-2026,293,2,Ambient,145.44,India,1
PRD_2123,Paneer,Dairy,Britannia,5000,01-02-2026,06-02-2026,5,11,Refrigerated,586.59,India,0
PRD_2124,Pasta,Grains/Legumes,Aashirvaad,2000,11-05-2025,31-01-2026,265,5,Ambient,258.5,India,1
PRD_2125,Rice,Grains/Legumes,MTR,250,05-03-2025,05-02-2026,337,10,Ambient,179.43,India,0
PRD_2126,Flour,Grains/Legumes,MTR,5000,03-07-2025,05-02-2026,217,10,Ambient,123.7,India,0
PRD_2127,Rice,Grains/Legumes,ITC,500,07-03-2025,08-02-2026,338,13,Ambient,70.9,India,0
PRD_2128,Pasta,Grains/Legumes,Nestle,500,08-08-2025,04-02-2026,180,9,Ambient,184.17,India,0
PRD_2129,Fish,Protein,MTR,5000,17-01-2026,25-01-2026,8,-1,Refrigerated,260.94,India,1
PRD_2130,Rice,Grains/Legumes,Nestle,2000,25-07-2025,08-02-2026,198,13,Ambient,104.36,India,0
PRD_2131,Rice,Grains/Legumes,Britannia,250,05-02-2025,03-02-2026,363,8,Ambient,170.34,India,0
PRD_2132,Fish,Protein,Mother Dairy,2000,29-01-2026,06-02-2026,8,11,Refrigerated,557.8,India,0
PRD_2133,Rice,Grains/Legumes,Aashirvaad,250,03-06-2025,03-02-2026,245,8,Ambient,511.98,India,0
PRD_2134,Fish,Protein,MTR,2000,22-01-2026,02-02-2026,11,7,Refrigerated,221.82,India,0
PRD_2135,Noodles,Grains/Legumes,Fortune,1000,27-06-2025,06-02-2026,224,11,Ambient,402.76,India,0
PRD_2136,Pasta,Grains/Legumes,Fortune,1000,05-02-2025,02-02-2026,362,7,Ambient,242.55,India,0
PRD_2137,Pasta,Grains/Legumes,Aashirvaad,250,18-02-2025,03-02-2026,350,8,Ambient,583.32,India,0
PRD_2138,Rice,Grains/Legumes,ITC,500,26-05-2025,27-01-2026,246,1,Ambient,280.42,India,1
PRD_2139,Vegetables,Produce,Fortune,2000,20-01-2026,26-01-2026,6,0,Refrigerated,254.84,India,1
PRD_2140,Pasta,Grains/Legumes,MTR,500,06-04-2025,23-01-2026,292,-3,Ambient,59.08,India,0
PRD_2141,Noodles,Grains/Legumes,Fortune,5000,09-07-2025,07-02-2026,213,12,Ambient,546.54,India,0
PRD_2142,Bun,Bakery,Aashirvaad,5000,28-01-2026,01-02-2026,4,6,Ambient,301.08,India,0
PRD_2143,Rice,Grains/Legumes,Britannia,2000,17-04-2025,07-02-2026,296,12,Ambient,526.18,India,0
PRD_2144,Vegetables,Produce,Amul,250,24-01-2026,28-01-2026,4,2,Refrigerated,334.22,India,1
PRD_2145,Vegetables,Produce,Fortune,2000,22-01-2026,25-01-2026,3,-1,Refrigerated,104.13,India,1
PRD_2146,Flour,Grains/Legumes,Fortune,500,01-02-2025,23-01-2026,356,-3,Ambient,589.76,India,1
PRD_2147,Chicken,Protein,MTR,500,29-01-2026,06-02-2026,8,11,Refrigerated,382.51,India,0
PRD_2148,Bun,Bakery,Fortune,250,27-01-2026,01-02-2026,5,6,Ambient,496.8,India,0
PRD_2149,Fish,Protein,Nestle,5000,17-01-2026,29-01-2026,12,3,Refrigerated,431.3,India,1
PRD_2150,Flour,Grains/Legumes,ITC,500,15-04-2025,01-02-2026,292,6,Ambient,106.66,India,0
PRD_2151,Rice Batter,Bakery,Nestle,500,19-01-2026,24-01-2026,5,-2,Ambient,368.14,India,1
PRD_2152,Paneer,Dairy,ITC,500,28-01-2026,08-02-2026,11,13,Refrigerated,51.75,India,0
PRD_2153,Bun,Bakery,MTR,2000,24-01-2026,29-01-2026,5,3,Ambient,562.07,India,0
PRD_2154,Paneer,Dairy,Aashirvaad,5000,11-01-2026,23-01-2026,12,-3,Refrigerated,543.93,India,1
PRD_2155,Rice,Grains/Legumes,ITC,2000,21-03-2025,26-01-2026,311,0,Ambient,29.7,India,1
PRD_2156,Chicken,Protein,Fortune,1000,27-01-2026,03-02-2026,7,8,Refrigerated,431.53,India,0
PRD_2157,Chicken,Protein,MTR,1000,03-02-2026,10-02-2026,7,15,Refrigerated,72.31,India,0
PRD_2158,Rajma,Grains/Legumes,Amul,5000,28-07-2025,09-02-2026,196,14,Ambient,199.38,India,0
PRD_2159,Rajma,Grains/Legumes,Fortune,2000,22-02-2025,26-01-2026,338,0,Ambient,227.85,India,1
PRD_2160,Pasta,Grains/Legumes,Britannia,500,02-08-2025,05-02-2026,187,10,Ambient,232.1,India,0
PRD_2161,Bun,Bakery,MTR,1000,22-01-2026,27-01-2026,5,1,Ambient,465.07,India,1
PRD_2162,Rice,Grains/Legumes,MTR,2000,26-03-2025,26-01-2026,306,0,Ambient,356.36,India,0
PRD_2163,Noodles,Grains/Legumes,Fortune,2000,30-05-2025,06-02-2026,252,11,Ambient,452.34,India,0
PRD_2164,Noodles,Grains/Legumes,Mother Dairy,2000,26-04-2025,03-02-2026,283,8,Ambient,303.28,India,1
PRD_2165,Rice Batter,Bakery,Aashirvaad,5000,23-01-2026,27-01-2026,4,1,Ambient,267.06,India,1
PRD_2166,Vegetables,Produce,Nestle,500,24-01-2026,30-01-2026,6,4,Refrigerated,560.04,India,0
PRD_2167,Bun,Bakery,ITC,2000,27-01-2026,31-01-2026,4,5,Ambient,392.45,India,1
PRD_2168,Rajma,Grains/Legumes,Mother Dairy,1000,29-01-2025,26-01-2026,362,0,Ambient,556.29,India,0
PRD_2169,Pasta,Grains/Legumes,Mother Dairy,5000,22-03-2025,02-02-2026,317,7,Ambient,246.75,India,0
PRD_2170,Chicken,Protein,Nestle,500,20-01-2026,01-02-2026,12,6,Refrigerated,238.37,India,0
PRD_2171,Rice,Grains/Legumes,ITC,5000,15-05-2025,25-01-2026,255,-1,Ambient,402.43,India,1
PRD_2172,Bun,Bakery,Aashirvaad,250,01-02-2026,06-02-2026,5,11,Ambient,188.01,India,0
PRD_2173,Fish,Protein,Aashirvaad,1000,19-01-2026,03-02-2026,15,8,Refrigerated,185.45,India,1
PRD_2174,Flour,Grains/Legumes,Mother Dairy,5000,18-07-2025,30-01-2026,196,4,Ambient,222.27,India,1
PRD_2175,Bun,Bakery,Britannia,250,27-01-2026,01-02-2026,5,6,Ambient,506.27,India,0
PRD_2176,Bun,Bakery,Aashirvaad,2000,02-02-2026,05-02-2026,3,10,Ambient,69.38,India,0
PRD_2177,Bun,Bakery,Britannia,5000,22-01-2026,25-01-2026,3,-1,Ambient,435.49,India,1
PRD_2178,Rice,Grains/Legumes,Amul,1000,19-04-2025,27-01-2026,283,1,Ambient,118.83,India,1
PRD_2179,Fish,Protein,MTR,250,19-01-2026,29-01-2026,10,3,Refrigerated,409.15,India,0
PRD_2180,Noodles,Grains/Legumes,Fortune,500,07-04-2025,05-02-2026,304,10,Ambient,238.43,India,0
PRD_2181,Rice,Grains/Legumes,Mother Dairy,5000,15-06-2025,23-01-2026,222,-3,Ambient,147.89,India,1
PRD_2182,Pasta,Grains/Legumes,Fortune,1000,04-05-2025,31-01-2026,272,5,Ambient,314.37,India,0
PRD_2183,Fish,Protein,Fortune,250,31-01-2026,10-02-2026,10,15,Refrigerated,58.05,India,0
PRD_2184,Rice,Grains/Legumes,Nestle,250,18-07-2025,04-02-2026,201,9,Ambient,440.06,India,0
PRD_2185,Rajma,Grains/Legumes,Aashirvaad,5000,10-03-2025,03-02-2026,330,8,Ambient,265.82,India,0
PRD_2186,Pasta,Grains/Legumes,Mother Dairy,1000,06-03-2025,28-01-2026,328,2,Ambient,30.3,India,1
PRD_2187,Pasta,Grains/Legumes,Mother Dairy,250,18-07-2025,29-01-2026,195,3,Ambient,331.8,India,0
PRD_2188,Fish,Protein,Fortune,5000,17-01-2026,27-01-2026,10,1,Refrigerated,161.8,India,1
PRD_2189,Flour,Grains/Legumes,MTR,1000,14-03-2025,09-02-2026,332,14,Ambient,458.42,India,0
PRD_2190,Vegetables,Produce,Britannia,500,31-01-2026,03-02-2026,3,8,Refrigerated,154.66,India,0
PRD_2191,Flour,Grains/Legumes,ITC,250,19-03-2025,07-02-2026,325,12,Ambient,545.57,India,0
PRD_2192,Pasta,Grains/Legumes,Britannia,5000,31-03-2025,30-01-2026,305,4,Ambient,372.21,India,1
PRD_2193,Fish,Protein,Nestle,500,25-01-2026,02-02-2026,8,7,Refrigerated,158.42,India,1
PRD_2194,Pasta,Grains/Legumes,Fortune,500,03-05-2025,28-01-2026,270,2,Ambient,229.61,India,1
PRD_2195,Bun,Bakery,Amul,500,30-01-2026,04-02-2026,5,9,Ambient,564.03,India,0
PRD_2196,Pasta,Grains/Legumes,Britannia,500,28-01-2025,27-01-2026,364,1,Ambient,151.12,India,1
PRD_2197,Bun,Bakery,Aashirvaad,500,06-02-2026,10-02-2026,4,15,Ambient,463.56,India,0
PRD_2198,Vegetables,Produce,Britannia,250,22-01-2026,26-01-2026,4,0,Refrigerated,588.26,India,1
PRD_2199,Rice,Grains/Legumes,ITC,2000,04-02-2025,26-01-2026,356,0,Ambient,367.35,India,0
PRD_2200,Paneer,Dairy,Amul,5000,26-01-2026,31-01-2026,5,5,Refrigerated,217.18,India,0
PRD_2201,Rajma,Grains/Legumes,Britannia,5000,05-05-2025,03-02-2026,274,8,Ambient,92.36,India,0
PRD_2202,Paneer,Dairy,Amul,5000,24-01-2026,05-02-2026,12,10,Refrigerated,358.98,India,0
PRD_2203,Pasta,Grains/Legumes,MTR,500,29-04-2025,01-02-2026,278,6,Ambient,64.13,India,0
PRD_2204,Rajma,Grains/Legumes,Britannia,500,30-01-2025,30-01-2026,365,4,Ambient,432.12,India,1
PRD_2205,Flour,Grains/Legumes,MTR,2000,28-03-2025,07-02-2026,316,12,Ambient,209.75,India,0
PRD_2206,Noodles,Grains/Legumes,ITC,250,29-06-2025,31-01-2026,216,5,Ambient,31.72,India,0
PRD_2207,Vegetables,Produce,Amul,5000,02-02-2026,07-02-2026,5,12,Refrigerated,380.18,India,1
PRD_2208,Paneer,Dairy,Fortune,5000,24-01-2026,05-02-2026,12,10,Refrigerated,259.46,India,0
PRD_2209,Pasta,Grains/Legumes,Fortune,250,27-05-2025,03-02-2026,252,8,Ambient,460.31,India,0
PRD_2210,Bun,Bakery,Nestle,250,28-01-2026,01-02-2026,4,6,Ambient,246.7,India,0
PRD_2211,Flour,Grains/Legumes,Amul,500,21-04-2025,30-01-2026,284,4,Ambient,30.1,India,1
PRD_2212,Flour,Grains/Legumes,Nestle,500,17-05-2025,29-01-2026,257,3,Ambient,299.08,India,0
PRD_2213,Bun,Bakery,Amul,2000,31-01-2026,03-02-2026,3,8,Ambient,218.43,India,0
PRD_2214,Chicken,Protein,Mother Dairy,5000,30-01-2026,09-02-2026,10,14,Refrigerated,443.3,India,0
PRD_2215,Fish,Protein,MTR,2000,27-01-2026,04-02-2026,8,9,Refrigerated,342.72,India,0
PRD_2216,Noodles,Grains/Legumes,Aashirvaad,1000,29-03-2025,26-01-2026,303,0,Ambient,518.4,India,0
PRD_2217,Rajma,Grains/Legumes,MTR,5000,31-07-2025,07-02-2026,191,12,Ambient,199.37,India,0
PRD_2218,Rajma,Grains/Legumes,Nestle,500,30-05-2025,25-01-2026,240,-1,Ambient,174.9,India,1
PRD_2219,Paneer,Dairy,Britannia,5000,21-01-2026,26-01-2026,5,0,Refrigerated,411.09,India,1
PRD_2220,Bun,Bakery,Amul,500,23-01-2026,28-01-2026,5,2,Ambient,340.01,India,1
PRD_2221,Paneer,Dairy,Aashirvaad,2000,25-01-2026,06-02-2026,12,11,Refrigerated,219.35,India,1
PRD_2222,Bun,Bakery,Amul,5000,23-01-2026,26-01-2026,3,0,Ambient,164.13,India,0
PRD_2223,Chicken,Protein,Fortune,2000,16-01-2026,23-01-2026,7,-3,Refrigerated,517.75,India,1
PRD_2224,Rice,Grains/Legumes,MTR,5000,28-04-2025,30-01-2026,277,4,Ambient,390.34,India,1
PRD_2225,Fish,Protein,Mother Dairy,250,24-01-2026,07-02-2026,14,12,Refrigerated,448.7,India,0
PRD_2226,Pasta,Grains/Legumes,Amul,2000,01-08-2025,07-02-2026,190,12,Ambient,307.19,India,0
PRD_2227,Paneer,Dairy,Aashirvaad,1000,29-01-2026,04-02-2026,6,9,Refrigerated,441.34,India,0
PRD_2228,Pasta,Grains/Legumes,ITC,2000,01-06-2025,27-01-2026,240,1,Ambient,380.45,India,1
PRD_2229,Paneer,Dairy,Mother Dairy,250,30-01-2026,05-02-2026,6,10,Refrigerated,312.24,India,1
PRD_2230,Rice Batter,Bakery,Nestle,5000,20-01-2026,23-01-2026,3,-3,Ambient,174.39,India,1
PRD_2231,Vegetables,Produce,Britannia,1000,28-01-2026,02-02-2026,5,7,Refrigerated,461.74,India,0
PRD_2232,Flour,Grains/Legumes,Mother Dairy,1000,08-02-2025,27-01-2026,353,1,Ambient,162.28,India,1
PRD_2233,Paneer,Dairy,Mother Dairy,500,14-01-2026,24-01-2026,10,-2,Refrigerated,439.45,India,1
PRD_2234,Rice Batter,Bakery,Mother Dairy,5000,30-01-2026,02-02-2026,3,7,Ambient,511.71,India,0
PRD_2235,Bun,Bakery,MTR,2000,04-02-2026,08-02-2026,4,13,Ambient,489.23,India,0
PRD_2236,Vegetables,Produce,Aashirvaad,2000,24-01-2026,31-01-2026,7,5,Refrigerated,75.56,India,1
